管理NO,問合せ内容,回答内容
039d8bb9-300a-4121-8e8f-fe1c1dd7f9d8,COMPANY「勤務実績の登録・確認」にて8/24がエラーになっています。,直帰申請が未処理の状態でした。上長に承認を依頼してください。承認されると「直帰」と表示されるので終業時刻を修正し詳細画面に遷移、店外勤務情報の終業時刻を入力してください。
7a94639f-ead9-423a-9f3e-e69cf09fd6ac,"昨日、愛知 アテンダントのApple Watchの修理をお願いしています。（管理NO：240828-030）
同様の現象が発生しているApple Watchがあるため、追加で修理をお願いしたいです。
＜発生現象＞
・e-CRBを起動しても“待機中”となり、なかなか動作可能にならない。
・e-CRBの文字が、数字以外□になってしまい、判読不明","アイチ アテンダントのApple Watchと一緒に修理に送付ください。
AppleWatchとiPhoneをペアで、NTPGサポート部宛にメール便で送付いただきますようお願い致します。"
844a730e-b9b3-4565-803a-ad41e7d3d494,人事部付けで今はカーロッツ三好にいます。ExtentionPowerがロックされて開けないです。,ユーザ管理画面にてアカウント状態を“有効”に変更しました。
4b5c44c8-4e5f-4716-8721-bce5e8e12f58,社用スマホのGメールアプリが開けないです。ダウンロード待ちみたいになってます。,アプリを長押しして「キャンセル」を押していただくと開けます。
c6c15001-889d-47aa-ac70-17e6bfe130be,セコム安否確認のパスワード設定（変更）のメールが届いた。アプリ（サイト）について確認したい。　※e-革新,メールの送信元（各社の総務部門）にご確認ください。　※200730-008
a8335606-a773-491a-a806-8612a0bbacc7,USBメモリに不要なデータがありますが、ファイルが壊れているのか削除ができません。,削除しようとすると「予期しないエラーのため、フォルダーを削除できません。このエラーが・・・ヘルプを検索してください。エラー0x80004005:エラーを特定できません」とエラーになり削除できない。このUSBメモリには、文字化けした削除したいファイル以外何もなかったので、フォーマットを実行したところ、削除できました。その後、ファイルを置く、開く、取り出すの操作が問題なくできたので、引き続きご利用いただけると思います。
1d8cff39-9840-4bce-ad2d-89c00eed4968,"Word文書をPDFファイルにする方法を教えて下さい。 
Wordで作成した経緯書をメールに添付しましたが、開くと保護ビューになってしまい、“編集を有効にする”ボタンを押下しないと正しいレイアウトで表示されません。","＜WordファイルをPDFファイルにする方法＞
ファイル＞「名前を付けて保存」を押下、“参照”を押下します。
「名前を付けて保存」ダイアログで、「ファイルの種類」を“PDF(*.pdf)”に変更して下さい。
ページ指定したい場合は、“オプション”ボタンを押下することで、ページ範囲を指定をすることが可能です。"
31918aba-71ab-44f5-a573-20cbd8c99d90,Gmailにて受信トレイの本文の下に添付ファイルのアイコンが表示されなくなった。,他店舗からも同様のお問合せを頂いております。Google側の更新で設定が変更（リセット）される場合があります。Gメール設定＞全般の「スレッド表示：スレッド表示ON」にすると表示される様ですが、それによりメールの表示方法が変わってしまうかもしれません。支障があれば設定を戻して頂く事になりました。
8e963b51-f93e-4d54-8e33-636ec312af9f,"①プリンター追加して欲しい。canonのiR-ADV4225、IPアドレス：99.999.999.999
②E継続のショートカットをデスクトップに作成したい。
③外部サイトが見れる様にしたい。チームス使いたい為。","①テストページの印刷確認済み
②鈴木さんメモの中のURLコピーして作成
③PC設定＞ネットワークとインターネット＞プロキシ＞スクリプトのアドレスにallが入っていたのでそのまま使える。"
5802c44e-fba8-409f-aab9-f7c149e83d39,リモートアクセス（F5Access）が使えるようにしたいのですが証明書取得のところで社員コード/社員コードを入れてもログインできません。今まで使ったことが無いので何か登録依頼が必要かなと思いお電話しました。社員コード：121118,活用推進）森GLに確認⇒登録無し。依頼ルートは、総務 林 部長 ⇒ 荒川部長へ 来ると思います。そのあとコチラに依頼が来ると思います。
c892bd6f-8bd1-4bae-b34b-ebb80a98be16,経緯書作成しています。変なところに・があり、消したいです。また、最後に日付と課長、店長の名前を入れたいのですが、フォントが変わってしまいます。,こちらで修正し、ファイルをお渡ししました。
45810f4e-715e-4ab4-a3d5-9e8b840d400a,メールで送られてきたPDFをGoogleドキュメントで開くと行や配列が壊れてしまいます。,一旦、PCに保存して頂きWordで開いて少し修正して保存して頂ければと思います。あとはやってみます、とのことです。
